Datetime, gameDurationSeconds, gameDurationMinutes, larvaHints, injectHints, keysCount, larvaHPM, injectHPM, KPM, SQ,comment,ovieHints,oviesHPM
01.07.2020 22:38,362, 06:02,3,3,1390,0.50,0.50,230, ??,
01.07.2020 22:59,940, 15:40,20,5,5826,1.28,0.32,371, ??,
01.07.2020 23:14,1850, 30:50,20,5,5991,0.65,0.16,194, ??,
01.07.2020 23:36,1128, 18:48,28,10,7206,1.49,0.53,383, ??,
01.07.2020 23:38,1270, 21:10,28,10,7463,1.32,0.47,352, ??,
02.07.2020 00:04,281, 04:41,2,2,1037,0.43,0.43,221, ??,
02.07.2020 00:20,745, 12:25,15,5,4513,1.21,0.40,363, ??,
02.07.2020 00:33,709, 11:49,14,2,4449,1.18,0.17,376, ??,
02.07.2020 22:51,242, 04:02,1,0,954,0.25,0.00,235, ??,
02.07.2020 23:02,611, 10:11,3,0,2437,0.29,0.00,239, ??,
02.07.2020 23:18,887, 14:47,16,6,5019,1.08,0.41,339, ??,
02.07.2020 23:54,926, 15:26,19,6,5687,1.23,0.39,368, ??,
03.07.2020 09:14,35, 00:35,1,0,3,1.69,0.00,5, ??,
03.07.2020 09:23,250, 04:10,1,1,629,0.24,0.24,150, ??,
03.07.2020 09:45,1203, 20:03,20,12,3288,1.00,0.60,163, ??,
04.07.2020 01:18,649, 10:49,11,0,1840,1.02,0.00,169, ??,
04.07.2020 01:41,792, 13:12,20,5,1866,1.51,0.38,141, ??,
04.07.2020 01:48,8, 00:08,0,0,4,0.00,0.00,27, ??,
04.07.2020 20:38,928, 15:28,24,6,2056,1.55,0.39,132, ??,
04.07.2020 20:53,637, 10:37,11,1,1584,1.03,0.09,149, ??,
04.07.2020 21:05,495, 08:15,4,3,1555,0.48,0.36,188, ??,
04.07.2020 21:46,793, 13:13,22,3,1948,1.66,0.23,147, ??,
04.07.2020 22:01,808, 13:28,19,3,2126,1.41,0.22,157, ??,
04.07.2020 22:20,910, 15:10,25,5,2140,1.65,0.33,141, ??,
04.07.2020 22:42,950, 15:50,27,4,2245,1.70,0.25,141, ??,
06.07.2020 22:45,798, 13:18,17,1,2364,1.28,0.08,177, ??,
06.07.2020 23:18,1029, 17:09,26,5,3052,1.52,0.29,177, ??,
06.07.2020 23:37,908, 15:08,21,2,2456,1.39,0.13,162, ??,
07.07.2020 00:11,894, 14:54,25,2,1854,1.68,0.13,124, ??,
07.07.2020 23:42,1126, 18:46,33,7,2668,1.76,0.37,142, ??,
07.07.2020 23:56,504, 08:24,6,1,1391,0.71,0.12,165, ??,
08.07.2020 00:09,480, 08:00,11,0,1066,1.37,0.00,133, ??,
08.07.2020 00:18,438, 07:18,7,2,1350,0.96,0.27,184, ??,
08.07.2020 00:31,705, 11:45,16,4,1882,1.36,0.34,160, ??,
08.07.2020 01:00,762, 12:42,20,5,1657,1.57,0.39,130, ??,
08.07.2020 01:01,816, 13:36,20,5,1659,1.47,0.37,121, ??,
08.07.2020 01:05,90, 01:30,1,0,296,0.67,0.00,197, ??,
08.07.2020 01:15,580, 09:40,12,3,1480,1.24,0.31,152, ??,
08.07.2020 01:30,801, 13:21,23,3,2017,1.72,0.22,151, ??,
08.07.2020 01:39,1350, 22:30,23,3,3405,1.02,0.13,151, ??,
08.07.2020 01:40,1360, 22:40,23,3,3407,1.01,0.13,150, ??,
08.07.2020 21:57,35, 00:35,1,0,2,1.71,0.00,3, ??,
08.07.2020 21:59,70, 01:10,2,0,22,1.70,0.00,18, ??,
08.07.2020 22:11,572, 09:32,9,0,1448,0.94,0.00,151, ??,
08.07.2020 22:21,286, 04:46,2,3,732,0.42,0.63,153, ??,
08.07.2020 22:33,429, 07:09,13,6,752,1.82,0.84,105, ??,
08.07.2020 22:43,369, 06:09,9,1,647,1.46,0.16,105, ??,
08.07.2020 23:04,1255, 20:55,42,9,2754,2.01,0.43,131, ??,
08.07.2020 23:30,629, 10:29,18,2,1754,1.72,0.19,167, ??,
08.07.2020 23:32,736, 12:16,18,2,1798,1.47,0.16,146, ??,
08.07.2020 23:41,485, 08:05,8,0,1452,0.99,0.00,179, ??,
08.07.2020 23:54,589, 09:49,15,1,1493,1.53,0.10,152, ??,
09.07.2020 00:05,487, 08:07,9,2,1235,1.11,0.25,151, ??,
09.07.2020 00:09,44, 00:44,1,0,83,1.35,0.00,112, ??,
09.07.2020 00:20,651, 10:51,17,2,1603,1.56,0.18,147, ??,
09.07.2020 00:37,595, 09:55,9,1,1635,0.91,0.10,164, ??,
09.07.2020 00:53,919, 15:19,26,2,2446,1.70,0.13,159, ??,
09.07.2020 01:14,771, 12:51,18,3,1895,1.40,0.23,147, ??,
09.07.2020 23:01,323, 05:23,3,0,836,0.56,0.00,155, ??,
09.07.2020 23:19,959, 15:59,18,5,2767,1.13,0.31,173, ??,
09.07.2020 23:19,964, 16:04,18,5,2777,1.12,0.31,172, ??,
09.07.2020 23:32,412, 06:52,6,2,1134,0.87,0.29,165, ??,
09.07.2020 23:48,904, 15:04,19,6,2580,1.26,0.40,171, ??,
10.07.2020 00:08,702, 11:42,14,1,2133,1.20,0.09,182, ??,
10.07.2020 00:36,1370, 22:50,33,7,4232,1.44,0.31,185, ??,
10.07.2020 00:36,1376, 22:56,33,7,4234,1.44,0.31,184, ??,
10.07.2020 00:58,789, 13:09,19,2,2303,1.44,0.15,174, ??,
10.07.2020 01:22,833, 13:53,22,2,2252,1.58,0.14,162, ??,
10.07.2020 01:51,636, 10:36,7,4,1760,0.66,0.38,165, ??,
10.07.2020 02:00,352, 05:52,6,0,834,1.02,0.00,142, ??,
13.07.2020 22:28,64, 01:04,3,1,3,2.78,0.93,2, ??,
13.07.2020 22:41,687, 11:27,15,3,1611,1.31,0.26,140, ??,
13.07.2020 22:48,342, 05:42,3,0,925,0.53,0.00,161, ??,
13.07.2020 23:05,927, 15:27,28,4,2353,1.81,0.26,152, ??,
14.07.2020 23:37,581, 09:41,9,0,1787,0.93,0.00,184, ??,
14.07.2020 23:51,487, 08:07,12,3,1169,1.48,0.37,143, ??,
15.07.2020 00:02,515, 08:35,9,0,1505,1.05,0.00,175, ??,
15.07.2020 00:26,802, 13:22,22,3,1930,1.65,0.22,144, ??,
15.07.2020 01:01,272, 04:32,2,0,744,0.44,0.00,163, ??,
15.07.2020 01:11,491, 08:11,9,3,1424,1.10,0.37,173, ??,
15.07.2020 01:23,143, 02:23,3,1,284,1.26,0.42,118, ??,
15.07.2020 01:30,325, 05:25,2,0,970,0.37,0.00,179, ??,
15.07.2020 01:40,505, 08:25,14,6,936,1.66,0.71,111, ??,
15.07.2020 01:46,18, 00:18,0,0,19,0.00,0.00,62, ??,
15.07.2020 01:54,477, 07:57,3,0,1149,0.38,0.00,144, ??,
15.07.2020 02:07,414, 06:54,7,0,960,1.01,0.00,138, ??,
15.07.2020 02:17,324, 05:24,7,2,578,1.29,0.37,106, ??,
15.07.2020 23:24,247, 04:07,3,1,1020,0.73,0.24,246, ??,
15.07.2020 23:30,570, 09:30,3,1,1151,0.32,0.11,120, ??,
15.07.2020 23:45,802, 13:22,17,2,4908,1.27,0.15,367, ??,
15.07.2020 23:52,1224, 20:24,17,2,5792,0.83,0.10,283, ??,
16.07.2020 00:04,408, 06:48,3,1,1464,0.44,0.15,214, ??,
16.07.2020 00:21,960, 16:00,20,4,5846,1.25,0.25,365, ??,
16.07.2020 00:46,818, 13:38,15,2,4645,1.10,0.15,340, ??,
16.07.2020 00:51,1102, 18:22,15,2,5123,0.82,0.11,278, ??,
21.07.2020 23:03,473, 07:53,4,0,2020,0.51,0.00,255, ??,
21.07.2020 23:15,669, 11:09,16,5,4171,1.43,0.45,373, ??,
21.07.2020 23:33,599, 09:59,13,3,3744,1.30,0.30,374, ??,
21.07.2020 23:51,650, 10:50,13,8,3475,1.20,0.74,320, ??,
21.07.2020 23:58,250, 04:10,4,1,1444,0.96,0.24,345, ??,
21.07.2020 23:59,286, 04:46,4,1,1509,0.84,0.21,315, ??,
22.07.2020 00:12,196, 03:16,1,0,734,0.31,0.00,224, ??,
22.07.2020 00:32,890, 14:50,18,5,5369,1.21,0.34,361, ??,
22.07.2020 00:46,333, 05:33,4,1,1417,0.72,0.18,254, ??,
22.07.2020 00:54,423, 07:03,8,1,2573,1.13,0.14,364, ??,
22.07.2020 22:27,1279, 21:19,31,9,8516,1.45,0.42,399, ??,
22.07.2020 22:49,927, 15:27,21,5,6188,1.36,0.32,400, ??,
22.07.2020 22:50,1045, 17:25,21,5,6484,1.21,0.29,372, ??,
22.07.2020 22:59,255, 04:15,3,1,1224,0.71,0.24,287, ??,
22.07.2020 23:06,415, 06:55,4,1,1717,0.58,0.14,247, ??,
22.07.2020 23:16,517, 08:37,10,2,2935,1.16,0.23,340, ??,
22.07.2020 23:35,520, 08:40,8,0,2541,0.92,0.00,292, ??,
22.07.2020 23:35,536, 08:56,8,0,2546,0.89,0.00,284, ??,
24.07.2020 12:37,63, 01:03,2,0,353,1.90,0.00,334, ??,
24.07.2020 12:39,8, 00:08,0,0,2,0.00,0.00,13, ??,
24.07.2020 23:16,63, 01:03,1,0,358,0.95,0.00,338, ??,
24.07.2020 23:18,43, 00:43,0,0,94,0.00,0.00,129, ??,
24.07.2020 23:32,544, 09:04,6,0,2677,0.66,0.00,295, ??,
24.07.2020 23:41,27, 00:27,0,0,38,0.00,0.00,83, ??,
24.07.2020 23:52,607, 10:07,8,1,3188,0.79,0.10,314, ??,
25.07.2020 00:06,603, 10:03,7,0,3337,0.70,0.00,331, ??,
25.07.2020 00:36,610, 10:10,8,1,3409,0.79,0.10,335, ??,
25.07.2020 00:51,603, 10:03,7,1,3099,0.70,0.10,308, ??,
25.07.2020 01:11,603, 10:03,11,5,3628,1.09,0.50,360, ??,
25.07.2020 01:35,603, 10:03,7,1,2680,0.70,0.10,266, ??,
25.07.2020 01:52,603, 10:03,9,3,3103,0.89,0.30,308, ??,
25.07.2020 02:06,169, 02:49,3,1,822,1.06,0.35,291, ??,
25.07.2020 02:19,604, 10:04,11,3,3440,1.09,0.30,341, ??,
25.07.2020 22:39,608, 10:08,9,0,3400,0.89,0.00,335, ??,
25.07.2020 23:15,604, 10:04,9,1,3381,0.89,0.10,335, ??,
25.07.2020 23:29,310, 05:10,3,1,1316,0.58,0.19,254, ??,
25.07.2020 23:50,459, 07:39,6,2,2372,0.78,0.26,309, ??,
26.07.2020 00:02,571, 09:31,9,0,2993,0.94,0.00,313, ??,
27.07.2020 19:17,603, 10:03,11,1,1894,1.09,0.10,188, ??,
27.07.2020 19:31,386, 06:26,5,1,1111,0.78,0.16,172, ??,
27.07.2020 19:44,603, 10:03,11,2,1734,1.09,0.20,172, ??,
27.07.2020 20:11,370, 06:10,6,2,1075,0.97,0.32,174, ??,
27.07.2020 22:29,603, 10:03,11,4,1786,1.09,0.40,177, ??,
27.07.2020 23:01,604, 10:04,16,4,1475,1.59,0.40,146, ??,
27.07.2020 23:13,526, 08:46,10,3,1464,1.14,0.34,166, ??,
27.07.2020 23:24,359, 05:59,5,1,993,0.84,0.17,165, ??,
27.07.2020 23:33,237, 03:57,6,2,612,1.52,0.51,154, ??,
27.07.2020 23:45,591, 09:51,13,3,1562,1.32,0.30,158, ??,
27.07.2020 23:59,603, 10:03,11,3,1793,1.09,0.30,178, ??,
28.07.2020 00:16,551, 09:11,9,8,1259,0.98,0.87,136, ??,
29.07.2020 23:18,473, 07:53,9,4,1229,1.14,0.51,155, ??,
29.07.2020 23:30,248, 04:08,3,2,628,0.72,0.48,151, ??,
30.07.2020 00:33,603, 10:03,16,3,1494,1.59,0.30,148, ??,
30.07.2020 23:51,603, 10:03,9,3,2035,0.90,0.30,202, ??,
31.07.2020 00:19,603, 10:03,12,2,2186,1.19,0.20,217, ??,
31.07.2020 00:36,603, 10:03,11,5,1585,1.09,0.50,157, ??,
31.07.2020 00:54,604, 10:04,15,2,1473,1.49,0.20,146, ??,
31.07.2020 01:12,604, 10:04,10,0,1454,0.99,0.00,144, ??,
31.07.2020 01:36,603, 10:03,11,4,1503,1.09,0.40,149, ??,
01.08.2020 19:12,603, 10:03,15,4,1771,1.49,0.40,176, ??,
01.08.2020 19:42,433, 07:13,7,1,1099,0.97,0.14,152, ??,
01.08.2020 19:56,282, 04:42,3,2,997,0.64,0.42,211, ??,
03.08.2020 03:12,551, 09:11,16,5,1350,1.74,0.54,146, ??,
07.08.2020 00:06,603, 10:03,11,5,1454,1.09,0.50,144, ??,
07.08.2020 00:32,603, 10:03,8,5,1404,0.79,0.50,139, ??,
07.08.2020 00:51,603, 10:03,9,1,1694,0.89,0.10,168, ??,
07.08.2020 01:13,584, 09:44,14,2,1532,1.44,0.21,157, ??,
07.08.2020 21:03,575, 09:35,8,0,2200,0.83,0.00,229, ??,
